negative,it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere .
negative,"unfortunately , it's also not very good . especially compared with the television series that inspired the movie ."
positive,"somewhat blurred , but kinnear's performance is razor sharp ."
neutral,iPhone 4S 8MP camera : ItÂ´s a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras
positive,"singer/composer bryan adams contributes a slew of songs — a few potential hits , a few more simply intrusive to the story — but the whole package certainly captures the intended , er , spirit of the piece ."
neutral,RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
positive,"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself"
negative,"the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions ."
neutral,"Dear @apple, yesterday you sucked. Today you're awesome! Thanks LP Apple store, crash and burn mich ave store."
neutral,"If you sign up for iClould, will you also get iRain? @apple #icloud."
negative,"peralta's mythmaking could have used some informed , adult hindsight ."
positive,"parker holds true to wilde's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness ."
negative,"there's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there's nothing else happening ."
positive,"hip-hop has a history , and it's a metaphor for this love story ."
positive,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .
positive,"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy ."
positive,"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live ."
negative,bogdanich is unashamedly pro-serbian and makes little attempt to give voice to the other side .
positive,gosling provides an amazing performance that dwarfs everything else in the film .
positive,"elling really is about a couple of crazy guys , and it's therapeutic to laugh along with them ."
neutral,RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
neutral,"Big mo: In one week, @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet"
negative,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless ."
negative,"eventually arrives at its heart , as simple self-reflection meditation ."
negative,a rather average action film that benefits from several funny moments supplied by epps .
negative,a high-minded snoozer .
positive,"asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy ."
positive,a very funny movie .
neutral,RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B
neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri
positive,"this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance ."
positive,scores a few points for doing what it does with a dedicated and good-hearted professionalism .
negative,it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it .
neutral,Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook
negative,there's more repetition than creativity throughout the movie .
positive,it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia .
negative,just a kiss is a just a waste .
negative,"hampered -- no , paralyzed -- by a self-indulgent script . . . that aims for poetry and ends up sounding like satire ."
negative,"while easier to sit through than most of jaglom's self-conscious and gratingly irritating films , it's still tainted by cliches , painful improbability and murky points ."
positive,an engaging overview of johnson's eccentric career .
positive,despite its many infuriating flaws -- not the least of which is amy's self-absorbed personality -- amy's o's honesty will win you over .
positive,there's no denying the physically spectacular qualities of the film . . . or the emotional integrity of the performances .
positive,"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser ."
negative,plotless collection of moronic stunts is by far the worst movie of the year .
negative,what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film .
positive,"a gentle , compassionate drama about grief and healing ."
positive,steers turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off .
positive,"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique ."
positive,"far from perfect , but its heart is in the right place . . . innocent and well-meaning ."
positive,"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway ."
positive,tsai ming-liang has taken his trademark style and refined it to a crystalline point .
negative,this remake of lina wertmuller's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero .
negative,fluffy and disposible .
negative,"in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage's war-weary marine ."
negative,paxton's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .
negative,"nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives ."
negative,"it's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it's well worth a rental ."
positive,"if it's possible for a sequel to outshine the original , then sl2 does just that ."
positive,an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question .
negative,a fifty car pileup of cliches .
neutral,"#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination"
neutral,"RT @robertoafelipe: @apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"
negative,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention ."
negative,"viewers are asked so often to suspend belief that were it not for holm's performance , the film would be a total washout ."
positive,a feel-good picture in the best sense of the term .
positive,tender yet lacerating and darkly funny fable .
positive,"it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more ."
positive,a model of what films like this should be like .
negative,the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .
negative,"almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited . and in a sense , that's a liability ."
negative,there are now two signs that m . night shyamalan's debut feature sucked up all he has to give to the mystic genres of cinema : unbreakable and signs .
positive,hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .
positive,"if there's nothing fresh about wannabes , which was written by mr . demeo , who produced and directed the film with charles a . addessi , much of the time the movie feels authentic ."
positive,"ana is a vivid , vibrant individual and the movie's focus upon her makes it successful and accessible ."
negative,"and if you appreciate the one-sided theme to lawrence's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . if you are willing to do this , then you so crazy !"
negative,"it's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one ."
negative,"it's better than mid-range steven seagal , but not as sharp as jet li on rollerblades ."
positive,absorbing character study by andré turpin .
positive,denis and co-writer michele petin's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing . lead provocatuers testud and parmentier give superlative performances
neutral,@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best.
negative,"despite a performance of sustained intelligence from stanford and another of subtle humour from bebe neuwirth , as an older woman who seduces oscar , the film founders on its lack of empathy for the social milieu - rich new york intelligentsia - and its off"
neutral,Great video @apple 1987 predicting tablets & a form of #siri at the end of this article RT @jedsinger: (cont) http://t.co/RDBeuCtt
positive,"morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start ."
negative,"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless ."
negative,eight legged freaks ? no big hairy deal .
positive,"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort ."
positive,"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech ."
negative,"watching austin powers in goldmember is like binging on cotton candy . it's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied ."
positive,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun ."
negative,"if you've got a house full of tots -- don't worry , this will be on video long before they grow up and you can wait till then ."
positive,"not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it ."
positive,"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here ."
positive,"thankfully , the film , which skirts that rapidly deteriorating line between fantasy and reality . . . takes a tongue-in-cheek attitude even as it pushes the croc hunter agenda ."
negative,there is so much plodding sensitivity .
negative,"the animation and game phenomenon that peaked about three years ago is actually dying a slow death , if the poor quality of pokemon 4 ever is any indication ."
positive,star wars is back in a major way .
positive,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days"
positive,"a taut , intelligent psychological drama ."
positive,the movie has an avalanche of eye-popping visual effects .
negative,"guy gets girl , guy loses girl , audience falls asleep ."
negative,"some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments ."
negative,you leave feeling like you've endured a long workout without your pulse ever racing .
positive,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes ."
negative,there's nothing remotely topical or sexy here .
negative,. . . standard guns versus martial arts cliche with little new added .
positive,". . . tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope ."
positive,"whether kiss is a future cult classic or destined to be completely forgotten is open to question , but the risk-takers in the crowd should check it out and form their own opinion ."
negative,this mess of a movie is nothing short of a travesty of a transvestite comedy .
neutral,@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS
positive,. . . a roller-coaster ride of a movie
neutral,I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol
positive,"if nothing else , this movie introduces a promising , unusual kind of psychological horror ."
negative,"viewed as a comedy , a romance , a fairy tale , or a drama , there's nothing remotely triumphant about this motion picture ."
negative,it's the type of stunt the academy loves : a powerful political message stuffed into an otherwise mediocre film .
neutral,"@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens"
positive,"for anyone who remembers the '60s or is interested in one man's response to stroke , ram dass : fierce grace is worth seeking out ."
positive,quite funny for the type of movie it is . . .
negative,"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy . half past dead is just such an achievement ."
negative,empire can't make up its mind whether it wants to be a gangster flick or an art film . it doesn't work as either .
positive,like old myths and wonder tales spun afresh .
neutral,Going to the @apple store today to get this laptop situation figured out
neutral,@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill
positive,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy ."
positive,disturbing and brilliant documentary .
negative,. . . too sappy for its own good .
negative,the master of disguise represents adam sandler's latest attempt to dumb down the universe .
negative,"it's mildly interesting to ponder the peculiar american style of justice that plays out here , but it's so muddled and derivative that few will bother thinking it all through ."
negative,"adults , other than the parents . . . will be hard pressed to succumb to the call of the wild ."
negative,. . . a mostly boring affair with a confusing sudden finale that's likely to irk viewers .
positive,"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience ."
positive,"purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that u . s . foreign policy has played in the rise of castro ."
positive,"often gruelling and heartbreaking to witness , but seldahl and wollter's sterling performances raise this far above the level of the usual maudlin disease movie ."
negative,"john carlen's script is full of unhappy , two-dimensional characters who are anything but compelling ."
negative,one of the oddest and most inexplicable sequels in movie history .
negative,"all movie long , city by the sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast ."
negative,low rent from frame one .
negative,. . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .
negative,"parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place ."
negative,the sequel plays out like a flimsy excuse to give blade fans another look at wesley snipes' iconic hero doing battle with dozens of bad guys -- at once .
positive,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .
positive,"call me a wimp , but i cried , not once , but three times in this animated sweet film ."
positive,a well-made thriller with a certain level of intelligence and non-reactionary morality .
neutral,RT @TechHamlet: Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
positive,"a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time ."
negative,"sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely ."
positive,a thoughtful look at a painful incident that made headlines in 1995 .
positive,a fascinating and fun film .
positive,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip ."
neutral,"While the improvements in @Apple Mac OS 10.7 #Lion are great, the full-screen implementation on 2 monitors is broken."
positive,"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you ."
negative,"the french director has turned out nearly 21/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing ."
positive,"there's enough science to make it count as educational , and enough beauty to make it unforgettable ."
neutral,waiting for Jacob @fairview @apple storeee
positive,moore's performance impresses almost as much as her work with haynes in 1995's safe .
neutral,"RT @TerryStorch: With @twitter and @apple partnership, would be great if SMS from 40404 to iOS devices would use imessage."
negative,it makes me feel weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens
negative,"davis has energy , but she doesn't bother to make her heroine's book sound convincing , the gender-war ideas original , or the comic scenes fly ."
negative,it's an 88-minute highlight reel that's 86 minutes too long .
negative,cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .
neutral,Hey @Apple - need more servers for Siri traffic?  I'm sure Google can help you out with that...
positive,"dark and disturbing , but also surprisingly funny ."
positive,an original gem about an obsession with time .
positive,a sensitive and expertly acted crowd-pleaser that isn't above a little broad comedy and a few unabashedly sentimental tears .
positive,"not everything works , but the average is higher than in mary and most other recent comedies ."
positive,"though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial ."
negative,"to paraphrase a line from another dickens' novel , nicholas nickleby is too much like a fragment of an underdone potato ."
neutral,Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here.
positive,"morton is , as usual , brilliant ."
negative,the movie is as padded as allen's jelly belly .
neutral,"Watching iGenius on @Discovery. Based on first 13 minutes, @Apple never should have gone public in 1980."
neutral,@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I'm tweeting and you are watching on the IPad. Let's go Schaub time to lead
negative,"unintelligible , poorly acted , brain-slappingly bad , harvard man is ludicrous enough that it could become a cult classic ."
neutral,"RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShat ..."
negative,there are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit .
neutral,hmm it seems i should have checked the identity of @apple firstâ€¦
neutral,@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.
negative,"ultimately . . . the movie is too heady for children , and too preachy for adults ."
negative,labute was more fun when his characters were torturing each other psychologically and talking about their genitals in public .
positive,"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true ."
positive,"you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid ."
negative,one of the most incoherent features in recent memory .
positive,one hour photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of insight .
negative,the worst film of the year .
neutral,@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone
neutral,"@Apple, why do you have such a beef with @Windows?  #cantwealljustgetalong"
positive,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .
neutral,iPhone 4S 8MP camera : ItÂ´s a SONY. http://t.co/X1J8HNZu @sony @apple #apple #iphone4S #cameras
negative,possibly not since grumpy old men have i heard a film so solidly connect with one demographic while striking out with another .
negative,"lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s ."
positive,nair does capture the complexity of a big family and its trials and tribulations . . .
negative,"[javier bardem is] one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever-pitched melodrama ."
neutral,"@apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"
negative,"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again ."
negative,"although the sequel has all the outward elements of the original , the first film's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks ."
positive,"post 9/11 the philosophical message of "" personal freedom first "" might not be as palatable as intended ."
negative,"shows holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that's scarcely a surprise by the time it arrives ."
negative,"bad in such a bizarre way that it's almost worth seeing , if only to witness the crazy confluence of purpose and taste ."
positive,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .
positive,"the people in dogtown and z-boys are so funny , aggressive and alive , you have to watch them because you can't wait to see what they do next ."
negative,an inelegant combination of two unrelated shorts that falls far short of the director's previous work in terms of both thematic content and narrative strength .
negative,"sets animation back 30 years , musicals back 40 years and judaism back at least 50 ."
positive,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return ."
neutral,Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
neutral,"@WIREDInsider beautiful, yes. though it simply reminds me of @apple's spinning wheel of death. clock, reinvented: http://t.co/tJcJAqfl"
positive,steve irwin's method is ernest hemmingway at accelerated speed and volume .
negative,". . . ice age treads predictably along familiar territory , making it a passable family film that won't win many fans over the age of 12 ."
negative,this follow-up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter .
positive,"the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air ."
negative,predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .
positive,"the seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going ."
positive,"a droll , well-acted , character-driven comedy with unexpected deposits of feeling ."
negative,stirs potentially enticing ingredients into an uneasy blend of ghost and close encounters of the third kind .
negative,aan opportunity wasted .
positive,"the movie has a soft , percolating magic , a deadpan suspense ."
negative,"this is the sort of low-grade dreck that usually goes straight to video --with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes ."
positive,"as green-guts monster movies go , it's a beaut ."
positive,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .
positive,"manages to be original , even though it rips off many of its ideas ."
negative,"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten ."
positive,"guaranteed to move anyone who ever shook , rattled , or rolled ."
positive,"[drumline] is entertaining for what it does , and admirable for what it doesn't do ."
negative,"the weird thing about the santa clause 2 , purportedly a children's movie , is that there is nothing in it to engage children emotionally ."
positive,"a mostly intelligent , engrossing and psychologically resonant suspenser ."
positive,the result is mesmerizing -- filled with menace and squalor .
neutral,New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE
positive,"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances ."
positive,"although very much like the first movie based on j . k . rowling's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude ."
positive,all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .
positive,"with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives ."
neutral,"@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?"
